address,tx_count,active_days,in_out_ratio,burstiness,dormancy,total_eth_in,total_eth_out,unique_counterparties,contract_interaction_ratio,failed_tx_ratio,unique_active_hours,time_concentration,flag
0x3a4376e28f0c3a445ec6322ecb4e3237677a7624,2,0.0016319444444444445,1.0,,3123.240674378657,2.32592542,2.3251393595393597,2,0.5,0.0,1,1.0,0
0x3a5c1044247fa8f4215537016985bb6eb6e0b77e,116,157.47114583333334,115.0,1.4178049787380667,3027.1019434946306,26.75245413864711,0.0,4,0.034482758620689655,0.0,13,0.23275862068965517,0
0x3a5c819973eb3f40ee88031cb888a8d5ac792d8c,318,1619.4194560185185,0.11578947368421053,10.984083607426061,1510.845596056829,4.08607493,7.153141481248821,29,0.8710691823899371,0.050314465408805034,21,0.14779874213836477,0
0x3a5d6df61ec0a90e2cad7af1fe3311cf1b8dc4da,10000,108.510625,9999.0,2.120063819905243,3039.0215883597207,0.0,0.0,1,1.0,0.0004,24,0.0428,0
0x3a69942b7eba7e9b527b5613356820fb90da7a0c,11,2484.336574074074,0.8333333333333334,2.9926286790701697,651.156046489422,18.616123893,18.608865436045367,6,0.45454545454545453,0.0,5,0.2727272727272727,0
0x3a6cdc355295e3f34bceb90dcd99a2b657cbd719,172,3117.6271064814814,0.43333333333333335,2.8077350962729484,24.235787123855616,121.4933709922168,163.68,62,0.48255813953488375,0.005813953488372093,23,0.10465116279069768,0
0x3a6d4b0db8fe5f8fc29f1ed74f9a921550d02bbc,13,220.11716435185184,1.1666666666666667,1.7623189212251247,2977.750457840821,16.706065224282455,18.499725306,11,0.07692307692307693,0.07692307692307693,9,0.15384615384615385,0
0x3a76d9d3250fcabf300a7f0f0cf430e55e49c8ed,18,180.91087962962962,0.46153846153846156,2.6385941733681717,2954.6251907161127,29.546153078,32.648300054,13,0.4444444444444444,0.16666666666666666,9,0.2222222222222222,0
0x3a78fb1a553a205559f346fee76cb6638ac65e67,4,0.04375,0.3333333333333333,0.8436373544898617,3135.494080651725,101.0,100.998446,4,0.0,0.0,2,0.75,0
0x3a82ecee4f915ffc0a8a221e3c0cb1db403a3113,61,3089.0876388888887,0.19607843137254902,2.1474742355336027,34.164457424699705,1167.9968289709998,1252.173988604,34,0.6721311475409836,0.01639344262295082,21,0.11475409836065574,0
0x3a8693cb8f3f075126b5ecf8f017d3de0ee398ab,3,0.23006944444444444,0.5,1.3735188165396406,3135.2686487548276,101.0,101.41672581159678,3,0.0,0.3333333333333333,2,0.6666666666666666,0
0x3a8bf4eeec2cea351397e0ed2650d6a791f0cf43,3,0.2281712962962963,0.5,1.3634241131410694,3135.2699833649176,101.0,100.99901578159677,3,0.0,0.0,2,0.6666666666666666,0
0x3a8c5138f277a055fb23e17a716cc42e1eb78fd8,61,468.8275462962963,0.38636363636363635,4.714436847631944,2675.754035217754,62.24276990999999,78.630510721,31,0.22950819672131148,0.08196721311475409,19,0.13114754098360656,0
0x3a8d2fd15005f49c94e78fd545f4584d2a00fe12,2,0.03706018518518518,1.0,,3135.4977770319665,23.944569,23.944065,2,0.0,0.0,2,0.5,0
0x3a95b41caf1a1eec816a4044c0cd9015a7383ddb,4,0.04684027777777778,0.3333333333333333,0.8175902753925021,3135.495000685313,101.0,100.998446,4,0.0,0.0,2,0.75,0
0x3a9db448d0908ae649b6939d8eea09f6ab80ffdf,150,303.9263657407407,0.7441860465116279,3.0753739870522616,2914.6686642763875,5494.462949301415,5524.227999999999,38,0.18,0.013333333333333334,22,0.09333333333333334,0
0x3aa0aed312916c091636a6c433ede3772e53d82b,10,2470.491400462963,1.5,2.304293915331782,654.7402526761454,30.127,20.01,6,0.0,0.0,5,0.4,0
0x3aa6d21efb97c58b3693b25fcfbb030519fcb3c7,2,0.21150462962962963,1.0,,3123.025799245023,3.0,2.99937999999998,2,0.0,0.0,2,0.5,0
0x3aa7017acc6c16b19ca8fccc6f56ff2fa2c20f53,12,131.2835300925926,0.7142857142857143,1.4008704407507313,2991.988023212257,7.1348,7.13105427,5,0.08333333333333333,0.0,10,0.16666666666666666,0
0x3aa7affb99feff372328d5c103c665d59b9e988a,2722,3402.7955555555554,1.1551860649247823,32.895039701480265,217.27246802612035,27342.458874778476,27341.199948075177,18,0.0,0.0,24,0.14070536370315945,0
0x3ab385f444fda42ac9535e816b706efa1536e6d3,7,69.77278935185186,6.0,1.216157538954733,3090.21550162992,34.68129065,0.0,3,0.42857142857142855,0.0,5,0.2857142857142857,0
0x3ab86ef12b497bc4939f14bbc452448099182df6,88,2487.2707407407406,1.0,8.738512632290721,648.2222214799209,435.854507522,435.8094507784086,30,0.48863636363636365,0.0,17,0.1590909090909091,0
0x3ab935652f69c73f023317140402daf77cab278a,107,221.76239583333333,106.0,2.5658705347529915,2962.8379337254746,21.533392224082988,0.0,4,0.04672897196261682,0.0,14,0.19626168224299065,0
0x3ad0ef7b16773280ae396fd6a3b7f07053441aec,207,1946.3617939814815,0.125,12.680670097651236,1177.4418437968168,73.88640027205611,391.88401537873506,38,0.6135265700483091,0.057971014492753624,22,0.1111111111111111,0
0x3ae0cb388b2c5a2f2a1dfbf56daa6f9090dbc284,329,344.8433449074074,1.4924242424242424,3.2643573159809947,2790.722387597699,11.850313086385443,11.7859888,4,0.40425531914893614,0.0,24,0.0668693009118541,0
0x3ae4f87760517dd1abf78f92f5dc4589f37482ed,2,0.023078703703703702,1.0,,3135.483165685046,0.07364318,0.0730231799998,2,0.0,0.0,1,1.0,0
0x3ae51081bc61bab319c9fe4a27d01af864c9adec,24,1764.435324074074,0.7142857142857143,1.832498541542118,1358.8016382021872,5.266303743286339,5.24668996,20,0.0,0.0,13,0.125,0
0x3b05500ef6feaa8b685a9ebab34356388139479e,3,0.22684027777777777,0.5,1.3559103551483662,3135.2722299700476,101.0,100.99901578159677,3,0.0,0.0,2,0.6666666666666666,0
0x3b0bd35ef2d9cbb8469c7e3eaf87d0c4e872e462,5,0.006446759259259259,0.6666666666666666,1.3336969701187853,3123.242090287233,2001.0,2000.998585091171,5,0.0,0.0,1,1.0,0
0x3b0e20b3bea1fd1e24dfbbc9d3fcafd30fde8ff8,10000,97.1849537037037,57.13953488372093,2.529095622188618,3041.6603136870267,303293.275097089,295714.99999999994,1096,0.0,0.0,24,0.1653,0
0x3b1438e5421d8fef3fe9cf282dbd0bb1ade9d712,7,985.8981481481482,0.75,2.425902786072918,2138.5560212818864,1.6213,1.619154397809901,3,0.42857142857142855,0.0,3,0.42857142857142855,0
0x3b1b157986b768e7005db272f388bb67ef8252bf,4,0.2245023148148148,1.0,1.696028278761685,3135.2718236073715,101.0,100.99901578159677,4,0.0,0.0,2,0.75,0
0x3b1c728f90f0b989943bd511d384de0dc98ca5a7,4,0.04542824074074074,0.3333333333333333,0.8206427168635115,3135.49516782411,101.0,100.998446,4,0.0,0.0,2,0.75,0
0x3b1e1da0e93fabdb5d44541bca2eccbc81480607,127,2252.3172800925927,1.2280701754385965,6.0175545338361545,996.9100002604861,81.21038685449345,81.13524871987978,8,0.0,0.0,23,0.11811023622047244,0
0x3b2fb560f98ded4f953c15469a7c1dff60d9423e,3,2923.6958449074073,0.5,1.414209520280459,199.54306968333267,1.01651922,1.015786866725333,3,0.0,0.0,2,0.6666666666666666,0
0x3b32735c8897fee5a548e78318bd9427ca587d0b,82,243.3167013888889,1.3428571428571427,2.7945604065118994,2886.2189978610063,7.465559308125144,7.44770264,3,0.4268292682926829,0.0,20,0.10975609756097561,0
0x3b459fd16400e324734fe328083749fd8a678931,34,138.1572800925926,33.0,0.9687653824803834,3027.1019628807157,29.85930017037409,0.0,2,0.11764705882352941,0.0,16,0.14705882352941177,0
0x3b46ae2118ec201e73f751f76374d6a524df7420,2,0.001863425925925926,1.0,,3123.2320552136694,0.45438743,0.453915793723616,2,0.0,0.0,1,1.0,0
0x3b4f8d78033f95038f1782df385c13ecc2155a49,3,2111.5822453703704,0.5,1.4142051906084772,1011.6532605906024,3.77,3.768968508,2,0.0,0.0,2,0.6666666666666666,0
0x3b53ac518414c5104b4695675d8a32c200d56073,4253,3004.7796296296297,4252.0,41.271286910349595,128.95622967385583,2.0366870148977725,0.0,934,0.9990594874206442,0.15636021631789326,24,0.09828356454267576,0
0x3b56290029d1db9ea49a8fc1f2c78c5cb23ab00a,43,157.4849074074074,42.0,0.9570754182304201,3027.1057799910423,33.82622658868413,0.0,4,0.09302325581395349,0.0,20,0.11627906976744186,0
0x3b562b660863eb2efe71009cf4318469ec7ce29b,4,0.22465277777777778,1.0,1.6960523997239743,3135.2718445868513,101.0,100.99901578159677,4,0.0,0.0,2,0.75,0
0x3b5da560cea12f6285b0c9e91fc8b6d81d777a14,4,0.22608796296296296,1.0,1.6870293214044505,3135.2725652696163,101.0,100.99901578159675,4,0.0,0.0,2,0.75,0
0x3b6352626e7cfcde0117a8c31493709671323021,101,159.01143518518518,100.0,1.718478422337602,3025.5551074563186,95.76903228209142,0.0,5,0.0594059405940594,0.0,24,0.07920792079207921,0
0x3b6969198aa794aac16feeea051a345bd806a16e,10000,204.99453703703705,0.9650225977598742,5.696229099658768,2924.4877443729615,615708.6876145961,646414.6298440858,5072,0.0,0.0,24,0.0568,0
0x3b6f10dd1a0f398b4e6a2b094947b7ffdad90937,4,0.22614583333333332,1.0,1.6984628506096413,3135.2717630148263,101.0,100.99901578159677,4,0.0,0.0,2,0.75,0
0x3b846672eeb17b6e47a3792dd6705a6d297e6e46,41,157.49149305555557,40.0,2.0472030064712112,3027.1113848705536,315.25553797000003,0.0,8,0.0975609756097561,0.0,14,0.14634146341463414,0
0x3b89947e35745e389fea8182f0b6c583d1127967,77,157.47697916666667,76.0,3.6641418752713677,3027.1043968227314,1437.5282,0.0,6,0.05194805194805195,0.0,19,0.09090909090909091,0
0x3b964b4b9b85960693598f978dbed7dacda07944,10,189.62346064814815,9.0,1.789666499488652,2950.889525735348,3.0663852391269417,0.0,2,0.1,0.0,9,0.2,0
0x3b9753f3331645e26691f40191f78065dc7cd68c,2,0.0042361111111111115,1.0,,3123.2425722771995,0.19960758146449747,0.19913594518811348,2,0.0,0.0,1,1.0,0
0x3b9943c9b92e6e15cf299349f158bab8c519f9ed,318,2956.957071759259,1.0649350649350648,14.39618935834321,213.79686509567003,202.34297727,202.2045912529672,4,0.0,0.0,24,0.14465408805031446,0
0x3b99e22dbd1eab7c092cfdc5fed60788958c2857,11,324.1708912037037,0.375,1.9016464574457035,2839.4091118632173,0.12731818,0.12453352684505799,10,0.2727272727272727,0.0,6,0.36363636363636365,0
0x3ba25fea5b1d031cb3bb85920a29c950baf6429a,152,202.37068287037036,151.0,3.454996029973167,2962.8352496106813,183.49270762843676,0.0,5,0.06578947368421052,0.0,24,0.23684210526315788,0
0x3ba825dd6a7a0c8ed88c366cf81fa0d605d417d2,4,0.22576388888888888,1.0,1.6957486057057853,3135.2722764479286,101.0,100.99901578159677,4,0.0,0.0,2,0.75,0
0x3bb991f090c564334b7eabf63924961291510810,37,2708.455462962963,0.6818181818181818,2.4549391725136083,421.0852529113298,95.15426614122781,99.89414051952164,18,0.35135135135135137,0.10810810810810811,15,0.13513513513513514,0
0x3bbe0588ecb760a8f22b9d4c20183f5c9ad6c21c,3,518.7611921296296,2.0,1.414175194533065,2616.7390043292003,5.274928,0.234521,3,0.3333333333333333,0.0,2,0.6666666666666666,0
0x3bc4635c70f259938d8216f17443a72df0747a28,5,0.008206018518518519,0.6666666666666666,1.0379118746464566,3123.2375725690413,2001.0,2000.9985850911708,5,0.0,0.0,1,1.0,0
0x3bc55508851a02d05dd9d5825071b492beeb1df9,16,620.9569560185186,3.0,2.9544700340719046,2502.2771389605905,104.87531480000001,104.87369780000002,5,0.0,0.0,9,0.4375,0
