address,token_diversity,stablecoin_ratio,spam_token_ratio,repeated_dumps,airdrop_like_behavior,flag
0x00009277775ac7d0d59eaad8fee3d10ac6c805e8,62,0.0,0.007142857142857143,19,32,0
0x0002b44ddb1476db43c868bd494422ee4c136fed,29,0.015748031496062992,0.05511811023622047,69,80,0
0x0002bda54cb772d040f779e88eb453cac0daa244,8,0.0,0.0,0,0,0
0x00038e6ba2fd5c09aedb96697c8d7b8fa6632e5e,12,0.0,0.0,3,2,0
0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89,33,0.0,0.020833333333333332,3,5,0
