address,tx_count,active_days,in_out_ratio,burstiness,dormancy,total_eth_in,total_eth_out,unique_counterparties,contract_interaction_ratio,failed_tx_ratio,unique_active_hours,time_concentration
0x101ce0cedd142f199c9ef61739ae59b6611a0fc0,66,123.52111111111111,65.0,6.247378389143703,898.297193305531,0.3048007380873877,0.0,40,0.9696969696969697,0.030303030303030304,20,0.13636363636363635
0x43412801d29861ecc4c4d86e5becfd16af86a67b,130,35.0025,2.823529411764706,6.611132918901414,986.8848483189361,3.4991511172611647,5.59218538,123,0.2076923076923077,0.0,24,0.09230769230769231
0x51d07e2899c0ac6058b52c6f8f352f73d3f0e2e9,4,291.04625,0.3333333333333333,1.6413893476347838,720.0762508615051,0.31817475167137643,0.31196164456485925,4,0.5,0.0,4,0.25
0x66efc9f2604dc771d0081111b296a1e98d4f0a57,68,457.3206944444444,0.6190476190476191,4.613365365593584,565.6190444460539,1.7398917015350497,16.240561770018573,46,0.6176470588235294,0.029411764705882353,19,0.11764705882352941
0xc3e6157dfe1bfc2bd93cf74cde85b0ca7ba77aa8,16,28.94,0.23076923076923078,2.2408710781578565,1008.6037799843401,0.14009049,0.018925337559804117,7,0.75,0.1875,7,0.4375
0x164e84226882c385940134f5b292cb89bc4feed6,174,952.7925,0.5172413793103449,5.275710364800357,87.031159086691,1.4178798453517476,4.675413885287868,91,0.6551724137931034,0.034482758620689655,23,0.12643678160919541
0xd0621aec753afe99be5e8334d703bcf43b3e0044,9,10.234861111111112,0.5,1.2411183449855279,1007.4739481485552,0.06810683379123418,0.05826543,8,0.6666666666666666,0.0,7,0.2222222222222222
0x33b0b344e8c6e0e52b4abbac0b75cb5568cd930a,5,1.8502777777777777,1.5,1.7908971785990129,1020.7622948095147,0.11459948173990996,0.11334192820666696,5,0.6,0.0,4,0.4
0xde47d6a4e5e8811dff94d9990b9cbd7b98c907da,24,934.0608333333333,0.2,4.219645801382194,87.87466814008025,0.2738480624830926,0.5245896559204186,18,0.5,0.0,10,0.20833333333333334
0x2e6b74a732e95b507c3875dc0642af977314d959,6,847.8147222222223,0.2,2.148730806590495,177.8552369397106,0.1,0.0525,5,0.6666666666666666,0.0,5,0.3333333333333333
